treatment,reference,delta_sensitivity,delta_sensitivity_ci_low,delta_sensitivity_ci_high,delta_fa_per_24h,delta_fa_ci_low,delta_fa_ci_high,delta_false_alarm_time_min_per_24h,delta_false_alarm_time_ci_low,delta_false_alarm_time_ci_high,p_value_two_sided_delta_false_alarm_time,ttt_positive_gate,q_value_bh_fdr
meta_band_ttt,meta_band_frozen,0.0,0.0,0.0,-0.05085149773552189,-0.6543620621494661,0.5940511865584929,-0.2221942442883602,-0.6095140283444955,0.11161126130800772,0.209,False,0.209
meta_temporal_ttt,meta_temporal_frozen,-0.005494505494505475,-0.019867549668874163,0.0,0.7373467171650532,-0.1953254726283383,2.0479437817138324,2.775530759298391,0.6990661154317508,5.534499326373669,0.006,False,0.012
meta_band_frozen,supervised_frozen,0.01098901098901095,-0.08695652173913049,0.08824295343137252,-24.637550652859062,-66.4457398870128,10.091254737578815,-26.898573808554787,-53.46350639491419,-5.64330839619899,0.006,,0.012
meta_temporal_frozen,supervised_frozen,0.07692307692307687,-0.037638926538357355,0.2039975560792527,7.907407897873242,-54.55154791621966,68.20965796779382,26.66330931460243,-3.939057958020572,65.78988360786144,0.102,,0.13599999999999998
